,bullishHorn,bearHorn,bullishHigh,bearHigh,bullishLow,bearLow,bullishHarami,bearHarami,is_EMA8_above_EMA24,is_EMA8_above_EMA48,is_EMA24_above_EMA48,is_price_above_EMA8,is_price_above_EMA24,is_price_above_EMA48,%Distance_price_EMA8,%Distance_price_EMA24,%Distance_price_EMA48,Dif_price_EMA8,Dif_price_EMA24,Dif_price_EMA48,target_up
1104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.4397069069317725,5.49615912627142,6.307833136579347,-1.341182393897249,-2.189650591880273,-2.534789465787597,0
1105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.1421307946581054,5.59155884627824,6.593946050408503,-1.2142529730311935,-2.2168785445298482,-2.642349079428911,0
1106,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.402461492024503,6.245391504916982,7.449414840238201,-1.30219675680204,-2.4627282609674594,-2.9757225863909937,1
1107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.304104465146522,7.639311343805091,9.077246286668897,-1.6272641441793638,-2.992510000090064,-3.6120196236811566,0
1108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.313649488553456,5.860097811481562,7.501263278316295,-0.8689832232506163,-2.283909200082867,-2.9754065778166137,0
1109,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.7329685565157116,1.3563412249163336,3.0639793131442263,0.6541241596939642,-0.5279964640762387,-1.2137573297424638,0
1110,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.6255471449391141,2.0787529043697033,3.7924984468902707,0.23654101309530517,-0.8077567469501403,-1.4999304999570526,0
1111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3777605511478502,2.9142149719130774,4.665550868269863,-0.14269032314809493,-1.1295362071941213,-1.841565989754713,0
1112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08792576243246085,2.4489207187190027,4.239749345967398,-0.033203584670744135,-0.9471733106185951,-1.6704816636422777,0
1113,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.7538334193029054,1.3030161802761944,3.0969957930436802,0.2852861008116534,-0.5033994457691051,-1.218625269207891,0
